id,lang,text
2484493,spa,"Pese a haber estudiado francés durante tres años, no lo hablo bien."
1077057,spa,Estudio todos los días tres horas.
1686682,spa,La demografía es la medida de la prosperidad de una sociedad y la eficiencia de un estado.
1698863,spa,¿Es ese tu único consuelo?
10012247,spa,En verano hace mucho calor en el sur de España.
6862030,spa,"De momento, déjalo."
10871483,spa,¿Te traes la cámara?
7482384,spa,"A propósito, ¿de dónde vienes?"
2057108,spa,Quiero fingir ser un actor.
1172548,spa,Tom abrió su paraguas.
1205316,spa,¡Quédate ahí fuera!
1688008,spa,Me pregunto si puedo añadir una frase.
12027428,spa,Te las arreglas muy bien.
2998596,spa,¡Esto me preocupa!
871551,spa,Las flores no tienen buen aspecto. Me gustaría regarlas. ¿Hay una regadera?
10799708,spa,No lo permitas.
1829424,spa,Habrá más dinero a partir de mayo.
10144644,spa,Tom y Mary son gitanos húngaros.
1661849,spa,Ingresé a la fuerza aérea.
8377967,spa,Da la alarma.
2992018,spa,Dejate de joder.
2856573,spa,Necesito otra oportunidad.
503502,spa,Smith reclamó el pago.
1220148,spa,"Tras un día, ellos estaban en Francia."
1172254,spa,La paloma y el avestruz son ambos pájaros; uno puede volar y el otro no.
6703336,spa,Vamos a parar y comer algo antes del concierto.
10063067,spa,Es una lástima que no siguieras mi consejo.
1665592,spa,Con la falta de sueño disminuye la atención.
2058583,spa,Está claro que te van a suspender si no estudias más.
5058431,spa,Tomás sabe lo que usted hizo.
8464289,spa,Lo primero que hacemos al levantarnos es desayunar.
10659554,spa,Las quiero ver.
4535551,spa,"Pon un punto delante del nombre de aquellos estudiantes que hayan aprobado, por favor."
1286352,spa,¿Cómo estuvo tu verano?
1068590,spa,Cada casa tenía un jardín.
5139366,spa,¿Podés hablar un poco más despacio?
1907253,spa,He oído esta historia decenas de veces.
7304080,spa,"Lo siento, llegué tarde."
481997,spa,Aquí no hace tanto frío como en Alaska.
1127805,spa,¿Dónde está mi inhalador para la bronquitis?
1312433,spa,Pasamos la noche contando chistes con un vaso de whisky en la mano.
871177,spa,Parece que Jane está disfrutando de la fiesta.
4541231,spa,El burro rebuzna.
1692358,spa,Yo me lavé en mi habitación y ella se lavó en la suya.
12954174,spa,¡Pásalo!
11719444,spa,No hay caviar suficiente para todos los invitados que acudirán a la fiesta.
10458983,spa,Las dioxinas y los compuestos perfluorinados son dos de los legados del ser humano a la biosfera.
1781633,spa,Tenemos mucho de que hablar.
1172377,spa,Tom va a la iglesia todos los domingos por la mañana.
2087330,spa,Realmente quiero ayudarte.
12018686,spa,Dale este mensaje a él.
6672122,spa,Acabo de conducir sesenta kilómetros.
599692,spa,¿Puedo tomar prestada tu raqueta de tenis hoy?
10235964,spa,Ella vive en Noruega.
2900079,spa,Estaba desesperado por escapar.
12006379,spa,Se la habéis pintado.
1214074,spa,El ladrón derribó la puerta de la joyería y la saqueó.
345486,spa,"Él ya no vendrá, dijo el hombre que fumaba."
10521684,spa,Confiádselo.
464423,spa,Necesitamos un cuchillo para la mantequilla.
1211082,spa,Yo la conozco desde hace diez años.
10093300,spa,Lo principal que Tatoeba nos enseña es que uno no sabe hablar ni siquiera su propia lengua materna.
12216211,spa,¿Es necesario seguir insistiendo en esto?
1892714,spa,Él tenía que compartir el dormitorio con su hermano.
1238409,spa,El famoso dirigente vive en Nueva York.
2868298,spa,Lo importante es si uno hace su mejor esfuerzo o no.
11565117,spa,¿Tienes mi dinero o no?
10179300,spa,"Durante el estado de alarma ilegal, promulgado por el gobierno socialista, la policía actuó fatal, conculcando los derechos fundamentales de los españoles."
526130,spa,Dijo que vendría y vino.
1011343,spa,"Bello y ""feo"" son términos relativos."
10956081,spa,¡Dennos like en Facebook!
11683825,spa,Él no quiere dejar de hablar.
1369859,spa,Creo que es hora de que organice una fiesta.
2880044,spa,Nos acabamos de casar y esta es nuestra luna de miel.
1448069,spa,El príncipe Hamlet no fue un dramaturgo.
10154799,spa,Aprendí a regatear en un bazar de Estambúl por un pañuelo que probablemente no valía ni la mitad de lo que pagué por él.
1253527,spa,No tengo bicicleta.
2042169,spa,El tiempo iba de mal en peor.
12018451,spa,¿Por qué dudás de ello?
8351935,spa,Tom no terminó de escribir el informe.
10106294,spa,Tom dijo que no quería comer sobras otra vez.
4956772,spa,¿Será que hay vida después de la muerte?
1938261,spa,Antes la gente creía que la Tierra era plana.
520876,spa,Él paró de leer el periódico.
1868890,spa,No te saques mocos de la nariz. Hace feo.
11988737,spa,Esta noche es su noche.
1476227,spa,Puedo ver la cima de la montaña.
1660984,spa,Tengo el día muy ocupado.
4615199,spa,María es una niña mala.
1706090,spa,"Si regresas, anularé todo."
2285872,spa,Dios se preocupa de que no crezcan árboles en el cielo.
603463,spa,¿A qué hora te acuestas por lo general?
1346149,spa,"En nuestra tierra no encuentras montañas, sino sólo colinas."
1563769,spa,¿Dónde fueron sacadas esas fotos?
2881274,spa,Pídele a Tom que me llame tan pronto como regrese.
1803249,spa,Ella cuidó de los niños.
10483964,spa,¿Sueles ir al cine con tu novia?
4590255,spa,Yo disfruto jugar ajedrez.
3160394,spa,Piensa en los costos antes de decidirte en comprar el coche.
11112233,spa,¿Puedes memorizar diez millones de frases?
3222563,spa,Hace tres días que no como.
980478,spa,Deberías cuidar de los niños de vez en cuando.
13155421,spa,Ella planea casarse el próximo año.
3001240,spa,¿Cuántos estudiaban en la universidad en la edad media?
3100140,spa,Es un gran problema.
344067,spa,Con su conducta decepcionó a muchos de sus amigos.
7916732,spa,Lo han pegado con silicona.
11318615,spa,Tom es activo.
9061949,spa,"Sabía muy bien que, además de los grandes planetas como la Tierra, Júpiter, Marte, Venus, que hemos nombrado, hay cientos de otros que a veces son tan pequeños que es muy difícil observarlos a través del telescopio."
6592893,spa,Luego no me eches a mí la culpa.
7480918,spa,Todavía me duele un poco la rodilla.
4727854,spa,Tom no toma vacaciones muy a menudo.
1166005,spa,Docenas de jóvenes asistieron a la manifestación.
1268819,spa,"Tú actuabas sospechosamente, así que te estaba vigilando."
10261145,spa,Sabía que no era cierto.
1903478,spa,Yumi es una de mis amigas.
1372092,spa,Ha pasado mucho tiempo.
4232513,spa,Con habilidad y perseverancia es posible alcanzar cualquier objetivo.
1741654,spa,Dile que me estoy echando una siesta.
1508868,spa,"Tom trató de sonreír, pero no pudo."
1120669,spa,¿Necesita una ambulancia?
10177817,spa,"Los nombres de todos los planetas de nuestro sistema solar tienen origen romano excepto el de Urano, que es griego."
463083,spa,Hay una piscina y un polideportivo grande.
7137473,spa,Te indicaré qué hacer.
1442317,spa,Bill habla un poco de japonés.
2565,spa,"Yo seré infeliz, pero no me suicidaría."
10796702,spa,Tom no pidió nada de comer.
10051255,spa,Siguió escribiendo sobre animales.
1118829,spa,Él encontró a sus padres.
1236612,spa,Me encanta cuando alguien que no conozco me sonríe o tiene un gesto amable conmigo.
1105947,spa,Las aguas de este lago están fétidas.
1463483,spa,"No, se ha retrasado 45 minutos."
1005958,spa,La gente siempre me pregunta por qué hago lo que hago.
5960372,spa,Déjame practicar.
4446734,spa,No hablo tres lenguajes.
6772262,spa,Leila se dio cuenta de que Sami estaba vivo.
5714059,spa,Él se pelea con su hermano.
3788558,spa,Compré el libro por la fantástica ilustración de la portada.
5239821,spa,Le pregunté a Tom si él tenía algunas sugerencias.
2119532,spa,Antes tuvo algunos problemas con él.
1683598,spa,Me dejaron atrás.
874244,spa,Los escritores se saben muchas canciones.
11125264,spa,Tenemos que estudiar el asunto en su totalidad.
1623597,spa,"Aunque solo con 16, él es independiente de sus padres."
12018668,spa,¡La buena noticia primero!
1421592,spa,"Están militarizando el Atlántico Sur una vez más, no podemos interpretar de otra manera el envío de un inmenso y modernísimo destructor acompañando al heredero real."
10306312,spa,El carromato aún conservaba restos de pintura colorida que daban fe de tiempos más alegres.
743335,spa,¿Cuándo recibiste el telegrama?
10268275,spa,Estáis fuera de peligro.
7951759,spa,Puede que Mary nos lleve allí.
8314713,spa,"Si no votas, luego no puedes quejarte de cómo se gestiona."
1605460,spa,En el salón comenzaron a bailar las primeras parejas.
8383182,spa,Tras solo beberse una cerveza comenzó a desproticar sobre su jefe.
9287466,spa,La madre decía lo mismo.
10682933,spa,¿A que tienes curiosidad?
1689195,spa,Estas mariposas son raras en nuestro país.
