id,lang,text
6792265,cmn,谢谢您的贡献。预计我们很快会再见面。
10513300,cmn,"Vaya的意思是""哇哦""，""baya""的意思是""浆果""，""valla""的意思是""栅栏""。"
9956915,cmn,雅妮和努亚全神贯注地听斯库拉说话。
738458,cmn,做你想做的就好，因為無論如何都會有閒言閒語。
734923,cmn,可以給我一張餐巾紙嗎?
816767,cmn,你可以問問在那裡玩的孩子。
811693,cmn,隨著時間的流逝，這些克里奧爾語成為了獨立的語言：西班牙語，法語，意大利語等等。
777700,cmn,我可以帶喝的東西給你嗎?
679397,cmn,你们给了小费吗？
4408164,cmn,这件事对谁都没有好处。
5552442,cmn,她全身穿黑色。
10365082,cmn,湯姆是瑪麗亞的兒子。
472867,cmn,我相信他是老实人。
348589,cmn,松鼠躲在树枝底下。
373447,cmn,我没钱。
830465,cmn,清潔窗戶後，我能很清楚的從窗戶看出去。
804529,cmn,我父親一點也不懂藝術。
1779159,cmn,他爽快地同意了。
6940187,cmn,幫我削一下土豆。
10631702,cmn,他有80公斤。
1325211,cmn,花园里的花需要浇水。
2342823,cmn,我不能去那里，而且我根本不想去。
6630026,cmn,這是怎麼運行的？
2177975,cmn,我在这里吃饭。
5502146,cmn,我一直都知道我生來就是為了做這工作。
10961156,cmn,对不起，我不喜欢吃这个。
802021,cmn,我的母親在她的花園裡種花。
450978,cmn,这是给你的。
347028,cmn,他接手了他父亲的公司。
333126,cmn,这个房间里有个电视机。
2128240,cmn,我的老师教我负数也可以开平方根。
333928,cmn,明天会下雨吗？
806184,cmn,金錢是一切罪惡之源。
12148693,cmn,她盡了自己的職責。
6114416,cmn,他們甚麼也不會告訴我們。
5780577,cmn,汤姆比你高。
10529595,cmn,湯姆用了瑪麗的手機。
10470530,cmn,菜單在誰手裡啊？
798264,cmn,請相信我的話。
1426459,cmn,仔细回答我的问题。
341934,cmn,这个典礼有多正式?
3706784,cmn,誰在看電視？
1780725,cmn,他侵犯了她的隐私。
802013,cmn,他走進了房間。
333837,cmn,我们的市场占有率为20%。
8686681,cmn,我的小狗们杀了汤姆养的其中一只猫。
8555682,cmn,我只想向自己证明我可以做到。
1067335,cmn,一切都是接口
517574,cmn,你会跳舞，不是吗？
380463,cmn,我不明白你的意思是甚麼。
342197,cmn,希望她會早日痊癒。
407471,cmn,因为你是一位又和蔼又了不起的姑娘。
413246,cmn,快要到早上的繁忙時段了，我們還不出發就要堵車了。
435711,cmn,他喝咖啡不喜歡加糖。
10518721,cmn,那東西對你不好。
9419137,cmn,我希望你知道我已经试了阻止汤姆。
882511,cmn,我不能忍受他的傲慢。
899403,cmn,世上最好的小提琴是用雷击木造成的。
352046,cmn,这首诗混合了诗歌和散文。
8798302,cmn,我父亲出门了。
4265085,cmn,在法国，名放在姓前面。
9964350,cmn,你欠我一份真相。
1177017,cmn,天空突然變得烏雲密佈。
917768,cmn,Luke，我是你的爸爸。
5903470,cmn,汤姆是玛丽的前男友。
10290167,cmn,湯姆租了一部電影。
1397151,cmn,我对消息感到十分惊讶。
9012191,cmn,他是个好脾气的人。
875313,cmn,你喜歡這些畫裡的任何一幅嗎?
2032308,cmn,进教室的时候请把帽子摘了。
838379,cmn,君子如水，隨方就圓，無處不自在。
5911651,cmn,你脸红了。
3681197,cmn,你可以休息在草地上，但是别踩它
1225698,cmn,聽到這事之後，湯姆為之色變。
1130532,cmn,我今年十九歲。
1397364,cmn,我看不出为什么不。
6150026,cmn,我是湯姆的助手。
9496157,cmn,太阳公公躲在云朵后面。
2038838,cmn,为什么你每天都学习呢？
1691681,cmn,我在等待朋友的回信。
9475787,cmn,一位王子骑着白马到来了。
3493168,cmn,让我们现在回到正题上好不好？
5708688,cmn,我覺得我不是很餓。
5617215,cmn,我确定汤姆会尽力去做。
10597783,cmn,2022/2972 新年快乐！
8640058,cmn,不在祖国的时候我很想家，但是在家的时候我又想旅游
5973393,cmn,我们也不得不做
8842967,cmn,汤姆的体脂率是7%。
1779146,cmn,他掏出几枚硬币。
9489470,cmn,我没什么选择。
4878949,cmn,谢谢！
1236297,cmn,我打開箱子，但裡面是空的。
3537954,cmn,你看过那部电影吗？
2353510,cmn,您也是喀什人吗？
8463667,cmn,我保证我会做的。
1394840,cmn,她是一名无人能敌的歌手。
469283,cmn,您永远不会一个人的。
805044,cmn,我發現了鎮上一些有趣的事。
9432390,cmn,汤姆和玛丽都死了。
9475936,cmn,汤姆比我年轻。
2032258,cmn,他失信了，这让他妻子生气。
1424148,cmn,她是个合格的护士。
5570613,cmn,吃过饭了吗
790596,cmn,他總是把他的看法強加給我。
8673684,cmn,请问我的母亲在哪儿？
12568851,cmn,国际局势发生了很大的变动。
1323678,cmn,我在修理回家路上捡到的收音机。
3032026,cmn,他已经意识到它了。
7767665,cmn,汤姆擦了地板。
1160771,cmn,他在看书。
4977411,cmn,汤姆已经到了吗？
1112443,cmn,生日快樂，Shishir。
1848064,cmn,邮差送邮件到各个家庭。
5900378,cmn,還能看到那船。
1314203,cmn,我准备好出发了。
13112481,cmn,啾咪。
9972460,cmn,他们都爱我。
734890,cmn,日元強力升值。
803781,cmn,他們彼此相愛。
9975381,cmn,这是个非常好的数据库。
1394900,cmn,那男孩儿来访过我家。
5819691,cmn,我想跟你私下說話。
788636,cmn,这样想的人很少。
2363168,cmn,说到田中先生，你最近见过他吗？
1532166,cmn,湯姆吃了一驚。
2638692,cmn,我知道該走了，但我想留久一點。
1477271,cmn,我们按时预定了产品。然而，要到下个月后才能发货。
8794699,cmn,你低估了你的魅力。
472332,cmn,我生来就是为了爱你的。
347426,cmn,事故差点让他丢了性命。
5401564,cmn,來吧，我們再喝一杯，之後我再帶你回家。
838333,cmn,世上有兩件事不能等：一、孝順 二、行善。
1316888,cmn,永远不要害怕犯错。
6089785,cmn,你说你有困难。我能帮忙吗？
8914615,cmn,她在他们家里感觉很放松。
7704625,cmn,汤姆没有否认他做的事情。
423368,cmn,他在雪中迷了路。
5687178,cmn,只是一個玩笑。
1415738,cmn,我知道你为什么高兴。
1423333,cmn,零錢不用找了。
10256957,cmn,湯姆很嚴格。
2638718,cmn,這裡頭沒有一件事說得通。
